lemma,Level,pos,is_stop,frequency
inclusion,C1,NOUN,False,1
reunited,Tolkien Lore (Names/Places),PROPN,False,1
awaken,Advanced / Unknown,VERB,False,4
widespread,C1,ADJ,False,1
mainly,A2,ADV,False,6
oral,A1,ADJ,False,1
write_down,Advanced / Unknown,VERB,False,1
fourth,Tolkien Lore (Names/Places),PROPN,False,5
library,A1,NOUN,False,2
historical,B1,ADJ,False,1
collection,B1,NOUN,False,3
undertowers,Tolkien Lore (Names/Places),PROPN,False,2
fairbairns,Tolkien Lore (Names/Places),PROPN,False,1
wardens,Tolkien Lore (Names/Places),PROPN,False,1
b,Tolkien Lore (Names/Places),PROPN,False,4
c,Tolkien Lore (Names/Places),PROPN,False,2
private,A2,ADJ,False,6
diary,B1,NOUN,False,3
annex,C2,VERB,False,1
single,A2,ADJ,False,20
leather,A1,NOUN,False,8
parting,Advanced / Unknown,NOUN,False,15
fifth,A2,ADJ,False,5
commentary,Advanced / Unknown,NOUN,False,1
genealogy,Advanced / Unknown,NOUN,False,1
child,B2,NOUN,False,16
condor,Tolkien Lore (Names/Places),PROPN,False,1
grandson,B2,NOUN,False,4
peregrin,Tolkien Lore (Names/Places),PROPN,False,20
f.a,Tolkien Lore (Names/Places),PROPN,False,1
scribe,Advanced / Unknown,NOUN,False,2
append,Advanced / Unknown,VERB,False,1
findegil,Tolkien Lore (Names/Places),PROPN,False,2
writer,C1,NOUN,False,1
iv,Tolkien Lore (Names/Places),PROPN,False,2
exact,B2,ADJ,False,2
detail,A2,NOUN,False,1
minas,Tolkien Lore (Names/Places),PROPN,False,47
tirith,Tolkien Lore (Names/Places),PROPN,False,36
elessar,Tolkien Lore (Names/Places),PROPN,False,3
periannath,Tolkien Lore (Names/Places),PROPN,False,1
retire,B2,VERB,False,2
omit,Advanced / Unknown,VERB,False,2
annotation,Advanced / Unknown,NOUN,False,1
correction,B2,NOUN,False,2
quotation,B1,NOUN,False,1
abbreviate,Advanced / Unknown,VERB,False,1
aragorn,Tolkien Lore (Names/Places),PROPN,False,207
arwen,Tolkien Lore (Names/Places),PROPN,False,8
state,B1,VERB,False,1
barahir,Tolkien Lore (Names/Places),PROPN,False,3
steward,Tolkien Lore (Names/Places),PROPN,False,1
faramir,Tolkien Lore (Names/Places),PROPN,False,1
passing,Advanced / Unknown,NOUN,False,2
translation,B2,NOUN,False,2
available,B2,ADJ,False,1
keep_up,Advanced / Unknown,VERB,False,11
connexion,B2,NOUN,False,4
rohan,Tolkien Lore (Names/Places),PROPN,False,26
bucklebury,Tolkien Lore (Names/Places),PROPN,False,14
years,Tolkien Lore (Names/Places),PROPN,False,2
m,Tolkien Lore (Names/Places),PROPN,False,1
discuss,B2,VERB,False,11
calendar,A1,NOUN,False,2
treatise,Advanced / Unknown,NOUN,False,1
words,Tolkien Lore (Names/Places),PROPN,False,1
names,Tolkien Lore (Names/Places),PROPN,False,1
kinship,Advanced / Unknown,NOUN,False,2
rohirrim,Tolkien Lore (Names/Places),PROPN,False,3
element,A2,NOUN,False,1
smials,Tolkien Lore (Names/Places),PROPN,False,2
successor,Advanced / Unknown,NOUN,False,1
manuscript,Advanced / Unknown,NOUN,False,2
summary,B1,NOUN,False,1
extensive,B2,ADJ,False,1
numenor,Tolkien Lore (Names/Places),PROPN,False,11
arising,Advanced / Unknown,NOUN,False,1
represent,A1,VERB,False,3
assistance,B2,NOUN,False,2
conjectural,Advanced / Unknown,ADJ,False,1
deserve,B1,VERB,False,7
visit,A1,VERB,False,15
depart,A2,VERB,False,16
elven,Tolkien Lore (Names/Places),ADJ,False,53
celeborn,Tolkien Lore (Names/Places),PROPN,False,29
departure,A2,NOUN,False,5
galadriel,Tolkien Lore (Names/Places),PROPN,False,39
expect,B1,VERB,False,51
announce,A1,VERB,False,5
shortly,B2,ADV,False,1
celebrate,B1,VERB,False,4
eleventy,Advanced / Unknown,NUM,False,5
magnificence,Advanced / Unknown,NOUN,False,1
excitement,B2,NOUN,False,5
wonder,C1,NOUN,False,118
disappearance,B2,NOUN,False,5
local,B1,ADJ,False,5
popularly,Advanced / Unknown,ADV,False,1
stuff,B2,VERB,False,16
fame,B2,NOUN,False,2
prolonged,Advanced / Unknown,ADJ,False,2
vigour,B1,NOUN,False,6
marvel,C1,VERB,False,5
wear_on,Advanced / Unknown,VERB,False,1
effect,A2,NOUN,False,6
ninety,B2,NUM,False,6
nine,A1,NUM,True,46
shake,A1,VERB,False,34
unfair,B2,ADJ,False,3
apparently,B1,ADV,False,2
perpetual,Advanced / Unknown,ADJ,False,1
reputedly,Advanced / Unknown,ADV,False,1
inexhaustible,C1,ADJ,False,1
pay,A2,VERB,False,13
natural,A1,ADJ,False,5
money,B2,NOUN,False,12
willing,C1,ADJ,False,22
forgive,A2,VERB,False,8
oddity,C1,NOUN,False,3
fortune,B1,NOUN,False,14
term,B1,NOUN,False,3
sackville,Tolkien Lore (Names/Places),PROPN,False,20
devoted,B1,ADJ,False,1
admirer,Advanced / Unknown,NOUN,False,1
unimportant,B1,ADJ,False,2
cousin,B2,NOUN,False,11
grow_up,Advanced / Unknown,VERB,False,1
eld,Advanced / Unknown,ADJ,False,4
dash,A1,VERB,False,4
september,Tolkien Lore (Names/Places),PROPN,False,7
you,C1,PRON,True,1864
comfortably,B1,ADV,False,2
tween,Advanced / Unknown,NOUN,False,2
irresponsible,A1,ADJ,False,1
twenty,B2,NOUN,False,15
thirty,B2,NUM,False,10
lively,B1,ADJ,False,2
combine,B2,VERB,False,1
plan,B2,VERB,False,27
autumn,B1,NOUN,False,18
respectable,A1,ADJ,False,2
wag,Advanced / Unknown,VERB,False,3
bywater,Tolkien Lore (Names/Places),PROPN,False,13
rumour,B1,NOUN,False,18
topic,B2,NOUN,False,1
conversation,B2,NOUN,False,2
reminiscence,Advanced / Unknown,NOUN,False,1
welcome,A1,ADJ,False,28
audience,A2,NOUN,False,5
ham,B2,PROPN,False,1
gamgee,Tolkien Lore (Names/Places),PROPN,False,25
gaffer,Tolkien Lore (Names/Places),NOUN,False,26
hold_forth,Advanced / Unknown,VERB,False,1
forth,B1,ADP,False,19
ivy,Tolkien Lore (Names/Places),PROPN,False,3
bush,A1,PROPN,False,19
holman,Tolkien Lore (Names/Places),PROPN,False,2
job,A2,NOUN,False,4
stiff,A2,ADJ,False,12
joint,B1,NOUN,False,4
carry_on,Advanced / Unknown,VERB,False,2
sam,Tolkien Lore (Names/Places),PROPN,False,408
bagshot,Tolkien Lore (Names/Places),PROPN,False,6
row,A1,PROPN,False,9
below,A2,ADP,True,49
nice,B2,ADJ,False,10
gentlehobbit,Advanced / Unknown,NOUN,False,1
’ve,Advanced / Unknown,AUX,True,18
declare,B1,VERB,False,8
perfect,B1,ADJ,False,4
polite,B1,ADJ,False,4
hamfast,Tolkien Lore (Names/Places),PROPN,False,1
consult,A2,VERB,False,4
growing,B1,NOUN,False,1
vegetable,A1,NOUN,False,1
potato,B2,NOUN,False,3
recognize,B1,VERB,False,4
neighbourhood,A2,NOUN,False,4
noakes,Tolkien Lore (Names/Places),PROPN,False,2
’,Advanced / Unknown,VERB,True,75
half,A1,DET,False,71
wife,C1,NOUN,False,8
queer,B1,ADJ,False,41
’re,Advanced / Unknown,VERB,True,12
daddy,B2,PROPN,False,1
twofoot,Tolkien Lore (Names/Places),PROPN,False,1
neighbour,B1,NOUN,False,3
wrong,C1,ADJ,False,15
agin,Advanced / Unknown,ADV,False,1
bad,B1,ADJ,False,59
dad,B2,PROPN,False,4
buck,Tolkien Lore (Names/Places),PROPN,False,3
seemingly,Advanced / Unknown,ADV,False,3
fool_about,Advanced / Unknown,VERB,False,1
decent,B1,ADJ,False,3
drogo,Tolkien Lore (Names/Places),PROPN,False,10
drownde,Advanced / Unknown,VERB,False,4
voice,B2,NOUN,False,169
passion,A1,NOUN,False,2
ready,A2,ADJ,False,44
marry,B2,VERB,False,1
primula,Tolkien Lore (Names/Places),PROPN,False,1
she,B1,PRON,True,203
mother,B1,NOUN,False,6
her,B1,PRON,True,118
daughter,B1,NOUN,False,13
remove,B2,VERB,False,12
saying,Advanced / Unknown,NOUN,False,4
gorbadoc,Tolkien Lore (Names/Places),PROPN,False,3
marriage,B2,NOUN,False,1
partial,B1,ADJ,False,1
vittles,Advanced / Unknown,NOUN,False,1
mighty,B2,ADJ,False,37
table,B2,NOUN,False,45
go_out,Advanced / Unknown,VERB,False,24
dinner,B1,NOUN,False,8
weight,A2,NOUN,False,10
sink,B2,VERB,False,33
push_in,Advanced / Unknown,VERB,False,1
pull_in,Advanced / Unknown,VERB,False,1
listen,B1,VERB,False,69
push,B1,VERB,False,9
pull,B1,VERB,False,6
tricky,A2,ADJ,False,1
sit,B1,VERB,False,146
anyway,A2,ADV,True,24
orphan,B2,NOUN,False,1
strand,B1,VERB,False,8
bucklanders,Tolkien Lore (Names/Places),PROPN,False,4
bring_up,Advanced / Unknown,VERB,False,5
anyhow,A2,ADV,True,1
regular,B2,ADJ,False,1
warren,Tolkien Lore (Names/Places),PROPN,False,1
couple,B2,NOUN,False,8
nasty,B1,ADJ,False,5
shock,A1,NOUN,False,3
go_off,Advanced / Unknown,VERB,False,26
order_off,Advanced / Unknown,VERB,False,1
bless,A2,VERB,False,10
make_out,Advanced / Unknown,VERB,False,12
hop,B2,VERB,False,28
tidy,B2,ADJ,False,2
bit,B2,NOUN,False,38
tuck,Advanced / Unknown,VERB,False,2
stranger,B2,NOUN,False,22
visitor,A2,NOUN,False,4
top,A1,NOUN,True,81
your,C1,PRON,True,350
pack,A2,VERB,False,36
chest,B1,NOUN,False,3
silver,A2,NOUN,False,82
jools,Tolkien Lore (Names/Places),PROPN,False,2
lack,B2,NOUN,False,8
making,Advanced / Unknown,NOUN,False,6
’d,Advanced / Unknown,AUX,True,4
prentice,Advanced / Unknown,NOUN,False,1
have_up,Advanced / Unknown,VERB,False,1
trample,B2,VERB,False,2
trapesse,Advanced / Unknown,VERB,False,1
sale,B2,NOUN,False,5
foreign,A1,ADJ,False,3
crazy,B2,ADJ,False,1
harm,A1,NOUN,False,16
dragons,Tolkien Lore (Names/Places),PROPN,False,1
cabbage,B1,NOUN,False,1
getting,Advanced / Unknown,AUX,False,3
mix_up,Advanced / Unknown,VERB,False,3
better,B1,NOUN,False,1
’ll,Advanced / Unknown,AUX,True,52
firmly,B2,ADV,False,6
fix,A1,VERB,False,5
ah,Advanced / Unknown,INTJ,False,24
argue,A2,VERB,False,6
outlandish,Advanced / Unknown,ADJ,False,4
wander,B2,VERB,False,51
conjuror,Advanced / Unknown,NOUN,False,1
retort,Advanced / Unknown,VERB,False,2
usual,A2,ADJ,False,9
queerness,Advanced / Unknown,NOUN,False,2
pint,B2,NOUN,False,1
beer,B1,NOUN,False,13
golden,A2,ADJ,False,45
everyone,A1,PRON,True,6
invite,B1,VERB,False,7
start,A2,VERB,False,52
knowledgeable,C1,ADJ,False,1
firework,B2,NOUN,False,10
nigh,C2,ADV,False,12
odd,B1,ADV,False,12
waggon,Advanced / Unknown,NOUN,False,9
laden,Advanced / Unknown,ADJ,False,16
package,B2,NOUN,False,4
roll,B1,VERB,False,26
evening,B2,NOUN,False,57
toil_up,Advanced / Unknown,VERB,False,1
startled,Advanced / Unknown,ADJ,False,7
lamplit,Advanced / Unknown,ADJ,False,2
gape,C1,VERB,False,1
drive,A2,VERB,False,34
sing,A1,VERB,False,73
week,B1,NOUN,False,14
cart,Advanced / Unknown,NOUN,False,8
come_in,Advanced / Unknown,VERB,False,13
direction,B2,NOUN,False,21
daylight,B2,NOUN,False,14
pointed,Advanced / Unknown,ADJ,False,1
blue,B1,ADJ,False,38
scarf,B1,NOUN,False,2
bushy,Advanced / Unknown,ADJ,False,2
eyebrow,B1,NOUN,False,3
stick_out,Advanced / Unknown,VERB,False,6
brim,C2,NOUN,False,2
cargo,Advanced / Unknown,NOUN,False,1
rightly,B2,ADV,False,8
front,A2,ADJ,True,27
unload,B1,VERB,False,2
bundle,Advanced / Unknown,NOUN,False,6
label,A2,VERB,False,6
g,Tolkien Lore (Names/Places),PROPN,False,5
rune,Advanced / Unknown,NOUN,False,12
fire,A1,NOUN,False,155
dangerous,B2,ADJ,False,31
attraction,A1,NOUN,False,1
hence,C1,ADV,True,3
grand,B1,PROPN,False,1
shout,A1,VERB,False,42
smile,B1,VERB,False,45
sight,A1,NOUN,False,42
occasionally,B2,ADV,False,7
display,A2,NOUN,False,1
penny,B2,NOUN,False,5
squib,Advanced / Unknown,NOUN,False,2
cracker,Advanced / Unknown,NOUN,False,6
forthcoming,B1,ADJ,False,1
disappointment,A2,NOUN,False,1
onlooker,Advanced / Unknown,NOUN,False,1
shut,B2,VERB,False,29
make_off,Advanced / Unknown,VERB,False,3
look_out,Advanced / Unknown,VERB,False,18
peaceful,B1,ADJ,False,5
glow,B2,VERB,False,22
snap,B1,VERB,False,6
sun,B2,NOUN,False,142
nasturtium,Advanced / Unknown,VERB,False,1
trail,A1,VERB,False,21
peep_in,Advanced / Unknown,VERB,False,2
yes,C1,INTJ,False,87
dear,A2,ADJ,False,27
make_up,Advanced / Unknown,VERB,False,24
stick,A1,VERB,False,22
turn_out,Advanced / Unknown,VERB,False,4
thursday,Tolkien Lore (Names/Places),PROPN,False,3
joke,A2,NOUN,False,13
shall,B1,AUX,False,257
roll_up,Advanced / Unknown,VERB,False,7
grumble,C1,VERB,False,2
locally,Advanced / Unknown,ADV,False,1
pour,B2,VERB,False,8
provision,B1,NOUN,False,4
commodity,C2,NOUN,False,1
luxury,A2,NOUN,False,1
anywhere,B1,ADV,True,11
enthusiastic,B2,ADJ,False,1
tick_off,Advanced / Unknown,VERB,False,2
postman,B2,NOUN,False,2
invitation,A1,NOUN,False,7
pour_out,Advanced / Unknown,VERB,False,1
post,A2,NOUN,False,6
block,A1,VERB,False,11
snow,B2,VERB,False,56
voluntary,C1,ADJ,False,1
assistant,A2,ADJ,False,1
constant,B2,ADJ,False,2
stream,B2,NOUN,False,76
carry,B2,VERB,False,27
variation,A2,NOUN,False,1
thank,B1,VERB,False,18
notice,A2,NOUN,False,27
admittance,Advanced / Unknown,NOUN,False,1
pretend,A2,VERB,False,5
pack_up,Advanced / Unknown,VERB,False,2
arrival,B1,NOUN,False,5
wake,A1,VERB,False,42
field,B2,NOUN,False,35
rope,B2,NOUN,False,14
pole,B2,NOUN,False,4
tent,A2,NOUN,False,3
pavilion,Advanced / Unknown,NOUN,False,10
entrance,B1,NOUN,False,7
cut,B1,VERB,False,37
step,A2,NOUN,False,70
adjoin,C2,VERB,False,1
intensely,Advanced / Unknown,ADV,False,1
envy,A1,VERB,False,2
go_up,Advanced / Unknown,VERB,False,11
proudly,B2,ADV,False,4
lantern,Advanced / Unknown,NOUN,False,13
promising,Advanced / Unknown,ADJ,False,1
enormous,B1,ADJ,False,3
air,A1,NOUN,False,86
kitchen,A2,NOUN,False,9
erect,B2,VERB,False,2
draught,B1,NOUN,False,10
cook,A2,NOUN,False,2
eating,Advanced / Unknown,NOUN,False,2
around,A1,ADV,True,10
arrive,B2,VERB,False,12
supplement,A1,VERB,False,1
rise,A2,VERB,False,112
cloud_over,Advanced / Unknown,VERB,False,1
wednesday,Tolkien Lore (Names/Places),PROPN,False,1
eve,Advanced / Unknown,NOUN,False,4
anxiety,A1,NOUN,False,8
intense,B2,ADJ,False,1
dawn,B1,VERB,False,29
get_up,Advanced / Unknown,VERB,False,31
cloud,A2,NOUN,False,62
flag,B1,NOUN,False,4
unfurl,Advanced / Unknown,VERB,False,1
fun,A2,NOUN,False,6
entertainment,A2,NOUN,False,3
practically,B2,ADV,False,2
overlook,B1,VERB,False,3
turn_up,Advanced / Unknown,VERB,False,8
guest,B1,NOUN,False,41
give_away,Advanced / Unknown,VERB,False,4
sundry,Advanced / Unknown,ADJ,False,1
expensive,B1,ADJ,False,1
lavishly,Advanced / Unknown,ADV,False,1
occasion,B2,NOUN,False,7
system,A1,NOUN,False,1
somebody,A2,PRON,False,4
tired,B2,ADJ,False,24
unusually,B2,ADV,False,4
excited,B1,ADJ,False,2
toy,A1,NOUN,False,4
obviously,B2,ADV,False,7
dance,A1,NOUN,False,25
music,B2,NOUN,False,21
lunch,B1,NOUN,False,8
tea,B1,NOUN,False,6
supper,B2,NOUN,False,29
sit_down,Advanced / Unknown,VERB,False,23
merely,A1,ADV,False,8
lot,B1,NOUN,False,22
continuously,A2,ADV,False,1
elevense,Advanced / Unknown,NOUN,False,1
design,B1,VERB,False,8
piece,B2,NOUN,False,10
flight,B2,NOUN,False,19
rocket,B2,NOUN,False,3
let_off,Advanced / Unknown,VERB,False,2
distribution,B2,NOUN,False,1
backarapper,Advanced / Unknown,NOUN,False,1
sparkler,Advanced / Unknown,NOUN,False,1
torch,B1,NOUN,False,3
candle,B2,NOUN,False,16
fountain,A1,NOUN,False,16
goblin,Advanced / Unknown,NOUN,False,5
barker,Advanced / Unknown,NOUN,False,1
thunder,B2,NOUN,False,7
clap,B1,NOUN,False,8
superb,B2,ADJ,False,1
scintillating,Advanced / Unknown,ADJ,False,1
bird,A2,NOUN,False,44
trunk,B2,NOUN,False,20
spring,A2,NOUN,False,91
unfolding,Advanced / Unknown,NOUN,False,1
moment,B1,NOUN,False,109
shin,Advanced / Unknown,VERB,False,48
drop,A2,VERB,False,13
astonished,B1,ADJ,False,4
scent,B1,NOUN,False,12
touch,B1,VERB,False,37
upturned,Advanced / Unknown,ADJ,False,1
butterfly,B1,NOUN,False,3
flew,Advanced / Unknown,AUX,False,2
glitter,Advanced / Unknown,VERB,False,23
pillar,Advanced / Unknown,NOUN,False,18
coloured,Advanced / Unknown,ADJ,False,1
eagle,B1,NOUN,False,8
sailing,A2,NOUN,False,2
ship,B1,NOUN,False,21
phalanx,Advanced / Unknown,NOUN,False,2
fly,A2,VERB,False,40
swan,B1,NOUN,False,9
thunderstorm,B1,NOUN,False,1
shower,A1,NOUN,False,3
rain,B1,NOUN,False,43
spear,Tolkien Lore (Names/Places),NOUN,False,12
yell,C1,NOUN,False,5
embattled,Advanced / Unknown,ADJ,False,1
army,B1,NOUN,False,2
come_down,Advanced / Unknown,VERB,False,18
hiss,Advanced / Unknown,NOUN,False,17
hot,B1,ADJ,False,34
snake,B1,NOUN,False,7
surprise,A2,NOUN,False,25
honour,A1,NOUN,False,8
startle,B1,VERB,False,4
intend,A1,VERB,False,7
distance,A1,NOUN,False,37
summit,B2,NOUN,False,4
spout,Advanced / Unknown,VERB,False,2
scarlet,B2,ADJ,False,2
terribly,A1,ADV,False,5
jaw,A2,NOUN,False,3
glare,B2,VERB,False,2
roar,B1,NOUN,False,11
whiz,Advanced / Unknown,VERB,False,1
crowd,B1,NOUN,False,11
duck,A1,VERB,False,4
express,A2,ADJ,False,1
train,B1,NOUN,False,2
somersault,C2,NOUN,False,1
burst,B1,VERB,False,16
deafening,Advanced / Unknown,ADJ,False,1
explosion,B1,NOUN,False,1
signal,A2,NOUN,False,3
pain,B1,NOUN,False,17
alarm,B2,NOUN,False,11
prostrate,C2,ADJ,False,1
splendid,Tolkien Lore (Names/Places),ADJ,False,6
limit,A2,VERB,False,2
dozen,B1,NOUN,False,3
gross,B2,PROPN,False,3
select,B1,VERB,False,1
unrelated,B1,ADJ,False,1
parental,A2,ADJ,False,1
easy,A2,ADV,False,30
sit_up,Advanced / Unknown,VERB,False,15
provender,Advanced / Unknown,NOUN,False,1
boffins,Tolkien Lore (Names/Places),PROPN,False,4
grubbs,Tolkien Lore (Names/Places),PROPN,False,2
grandmother,B1,NOUN,False,5
chubbs,Tolkien Lore (Names/Places),PROPN,False,2
burrowses,Tolkien Lore (Names/Places),PROPN,False,2
bolgers,Tolkien Lore (Names/Places),PROPN,False,4
bracegirdles,Tolkien Lore (Names/Places),PROPN,False,3
brockhouses,Tolkien Lore (Names/Places),PROPN,False,2
goodbodies,Tolkien Lore (Names/Places),PROPN,False,2
hornblowers,Tolkien Lore (Names/Places),PROPN,False,3
proudfoots,Tolkien Lore (Names/Places),PROPN,False,2
distantly,Advanced / Unknown,ADV,False,3
connect,B1,VERB,False,3
remote,B2,ADJ,False,9
otho,Tolkien Lore (Names/Places),PROPN,False,6
lobelia,Tolkien Lore (Names/Places),PROPN,False,14
detest,C1,VERB,False,1
magnificent,B1,ADJ,False,1
card,B1,NOUN,False,1
ink,B1,NOUN,False,3
refuse,B1,VERB,False,15
besides,B2,ADV,True,6
specialize,B1,VERB,False,1
reputation,B1,NOUN,False,5
feast,B2,NOUN,False,18
dread,B2,VERB,False,23
host,B2,NOUN,False,11
drag_in,Advanced / Unknown,VERB,False,1
poetry,B2,NOUN,False,6
glass,A2,NOUN,False,13
allude,C2,VERB,False,1
mysterious,B2,ADJ,False,6
disappoint,B2,VERB,False,1
engrossing,C1,ADJ,False,1
abundant,B1,ADJ,False,1
purchase,B1,NOUN,False,1
throughout,B1,ADP,True,2
ensue,Advanced / Unknown,VERB,False,1
catering,B2,NOUN,False,1
deplete,Advanced / Unknown,VERB,False,1
stock,B2,NOUN,False,11
cellar,A2,NOUN,False,3
warehouse,Advanced / Unknown,NOUN,False,1
company,B2,NOUN,False,127
tolerant,B1,ADJ,False,1
mood,A1,NOUN,False,5
delightful,B1,ADJ,False,2
fill_up,Advanced / Unknown,VERB,False,2
sip,Advanced / Unknown,VERB,False,3
nibble,Advanced / Unknown,VERB,False,2
dainty,Advanced / Unknown,NOUN,False,1
prepared,B2,ADJ,False,2
cheer,A2,VERB,False,8
keep_on,Advanced / Unknown,VERB,False,10
repeat,B1,VERB,False,17
chorus,Advanced / Unknown,NOUN,False,6
reluctant,A1,ADJ,False,8
illuminated,Advanced / Unknown,ADJ,False,1
beam,A1,VERB,False,7
button,A1,NOUN,False,1
embroider,Advanced / Unknown,VERB,False,2
silk,B1,NOUN,False,3
waistcoat,B1,NOUN,False,3
wave,B2,VERB,False,24
trouser,Advanced / Unknown,NOUN,False,2
proudfeet,Advanced / Unknown,NOUN,False,1
elderly,B2,ADJ,False,1
proudfoot,Tolkien Lore (Names/Places),PROPN,False,6
merit,C2,VERB,False,2
exceptionally,A2,ADV,False,1
furry,Advanced / Unknown,ADJ,False,1
welcome_back,Advanced / Unknown,VERB,False,1
hurray,Advanced / Unknown,INTJ,False,3
happy,B1,ADJ,False,14
hammer,B1,VERB,False,11
joyously,Advanced / Unknown,ADV,False,1
splendidly,Advanced / Unknown,ADV,False,2
obvious,A2,ADJ,False,2
yourself,C1,NOUN,True,28
deafen,Advanced / Unknown,VERB,False,1
noise,B1,NOUN,False,41
trumpet,B1,NOUN,False,5
horn,B2,NOUN,False,21
flute,B1,NOUN,False,1
musical,A1,ADJ,False,3
instrument,B2,NOUN,False,3
convey,A1,VERB,False,3
enchanting,Advanced / Unknown,ADJ,False,1
tone,A1,NOUN,False,6
uncle,B2,PROPN,False,4
plainly,Advanced / Unknown,ADV,False,13
impromptu,Advanced / Unknown,ADJ,False,1
orchestra,A1,NOUN,False,1
tune,B2,NOUN,False,10
everard,Tolkien Lore (Names/Places),PROPN,False,1
melilot,Tolkien Lore (Names/Places),PROPN,False,1
bell,B2,NOUN,False,13
springle,Tolkien Lore (Names/Places),PROPN,False,1
pretty,B1,ADJ,False,11
vigorous,A1,ADJ,False,1
youngster,Advanced / Unknown,NOUN,False,3
blow,A2,VERB,False,43
loud,A2,ADJ,False,24
hoot,Advanced / Unknown,NOUN,False,1
subside,B2,VERB,False,3
ishall,Tolkien Lore (Names/Places),PROPN,False,1
assembly,A2,NOUN,False,1
ihave,Tolkien Lore (Names/Places),PROPN,False,1
impression,B2,NOUN,False,1
prick_up,Advanced / Unknown,VERB,False,1
ear,B2,NOUN,False,30
immensely,C1,ADV,False,1
excellent,B1,ADJ,False,5
admirable,B1,ADJ,False,2
tremendous,B1,ADJ,False,2
outburst,Advanced / Unknown,NOUN,False,1
approval,B2,NOUN,False,1
scattered,Advanced / Unknown,ADJ,False,1
clapping,Advanced / Unknown,NOUN,False,4
work_out,Advanced / Unknown,VERB,False,1
compliment,B2,NOUN,False,3
secondly,B1,ADV,False,1
ishould,Tolkien Lore (Names/Places),PROPN,False,1
inheritance,C1,NOUN,False,3
perfunctory,Advanced / Unknown,ADJ,False,1
jolly,Tolkien Lore (Names/Places),ADJ,False,4
junior,B1,NOUN,False,1
scowl,Advanced / Unknown,VERB,False,4
score,A2,VERB,False,6
fit,A1,VERB,False,12
total,B2,NOUN,False,2
expression,B1,NOUN,False,6
ridiculous,B2,ADJ,False,7
insult,A1,VERB,False,2
vulgar,Advanced / Unknown,ADJ,False,1
anniversary,B2,NOUN,False,1
barrel,A1,NOUN,False,2
esgaroth,Tolkien Lore (Names/Places),PROPN,False,3
thag,Advanced / Unknown,NOUN,False,1
buch,Advanced / Unknown,ADJ,False,1
correctly,B1,ADV,False,2
obstinate,Advanced / Unknown,ADJ,False,3
imminent,Advanced / Unknown,ADJ,False,1
bored,B2,ADJ,False,1
let,A1,VERB,False,163
health,A1,NOUN,False,6
recite,B1,VERB,False,2
pause,A2,VERB,False,24
thirdly,B2,ADV,False,1
announcement,A2,NOUN,False,2
loudly,A2,ADV,False,10
regret,A2,VERB,False,8
spend,B1,VERB,False,13
bye,A1,PROPN,False,13
flash,A1,NOUN,False,22
blink,A1,VERB,False,4
nowhere,A1,ADV,True,6
flabbergasted,Advanced / Unknown,ADJ,False,1
speechless,Advanced / Unknown,ADV,False,2
odo,Tolkien Lore (Names/Places),PROPN,False,2
stamp,B2,VERB,False,1
breath,A1,NOUN,False,30
grubb,Tolkien Lore (Names/Places),PROPN,False,1
chubb,Tolkien Lore (Names/Places),PROPN,False,1
burrows,Tolkien Lore (Names/Places),PROPN,False,2
bolger,Tolkien Lore (Names/Places),PROPN,False,13
bracegirdle,Tolkien Lore (Names/Places),PROPN,False,2
brockhouse,Tolkien Lore (Names/Places),PROPN,False,2
goodbody,Tolkien Lore (Names/Places),PROPN,False,1
cure,A1,VERB,False,9
annoyance,A1,NOUN,False,3
mad,B1,ADJ,False,7
popular,B1,ADJ,False,1
exception,A2,NOUN,False,1
behaviour,A2,NOUN,False,2
prank,Advanced / Unknown,NOUN,False,3
rory,Tolkien Lore (Names/Places),PROPN,False,3
esmeralda,Tolkien Lore (Names/Places),PROPN,False,1
fishy,Advanced / Unknown,ADJ,False,2
silly,B2,ADJ,False,6
fool,A1,NOUN,False,16
worry,C1,VERB,False,21
vittle,Advanced / Unknown,NOUN,False,1
wine,C1,NOUN,False,6
silent,A2,ADJ,False,64
empty,B1,ADJ,True,33
difficulty,B1,NOUN,False,5
indignant,C2,ADJ,False,3
troubled,Advanced / Unknown,ADJ,False,16
realize,B1,VERB,False,8
dearly,A2,ADV,False,5
wrath,Advanced / Unknown,NOUN,False,10
want,B1,VERB,False,101
drain,B2,VERB,False,4
briskly,Advanced / Unknown,ADV,False,1
din,Advanced / Unknown,NOUN,False,1
sound,B2,NOUN,False,123
merrymaking,Advanced / Unknown,NOUN,False,3
go_in,Advanced / Unknown,VERB,False,6
take_off,Advanced / Unknown,VERB,False,12
fold_up,Advanced / Unknown,VERB,False,1
wrap,C1,VERB,False,11
tissue,A1,NOUN,False,1
put_on,Advanced / Unknown,VERB,False,11
untidy,A1,ADJ,False,1
garment,B2,NOUN,False,11
fasten,A1,VERB,False,5
waist,B2,NOUN,False,3
worn,C1,ADJ,False,1
belt,A1,NOUN,False,22
battered,C1,ADJ,False,3
scabbard,Advanced / Unknown,NOUN,False,3
lock,B2,VERB,False,12
moth,Advanced / Unknown,NOUN,False,1
ball,B1,NOUN,False,1
take_out,Advanced / Unknown,VERB,False,4
lock_up,Advanced / Unknown,VERB,False,2
patched,Advanced / Unknown,ADJ,False,1
weatherstaine,Advanced / Unknown,VERB,False,1
box,B1,NOUN,False,9
cloth,B1,NOUN,False,11
bulky,C2,ADJ,False,1
